@RELATION nflpredictor

@ATTRIBUTE homeTotalYdsLast3 real
@ATTRIBUTE homeTotalYdsSeason real
@ATTRIBUTE homePassYdsLast3 real
@ATTRIBUTE homePassYdsSeason real
@ATTRIBUTE homeRushYdsLast3 real
@ATTRIBUTE homeRushYdsSeason real
@ATTRIBUTE homeFirstDownsLast3 real
@ATTRIBUTE homeFirstDownsSeaon real
@ATTRIBUTE homeTurnoversLast3 real
@ATTRIBUTE homeTurnoversSeason real
@ATTRIBUTE homePuntsLast3 real
@ATTRIBUTE homePuntsSeason real
@ATTRIBUTE awayTotalYdsLast3 real
@ATTRIBUTE awayTotalYdsSeason real
@ATTRIBUTE awayPassYdsLast3 real
@ATTRIBUTE awayPassYdsSeason real
@ATTRIBUTE awayRushYdsLast3 real
@ATTRIBUTE awayRushYdsSeason real
@ATTRIBUTE awayFirstDownsLast3 real
@ATTRIBUTE awayFirstDownsSeason real
@ATTRIBUTE awayTurnoversLast3 real
@ATTRIBUTE awayTurnoversSeason real
@ATTRIBUTE awayPuntsLast3 real
@ATTRIBUTE awayPuntsSeason real
@ATTRIBUTE winner {H,A}

@Data
215.666666667, 312.642857143, 87.6666666667, 189.428571429, 128.0, 123.214285714, 12.0, 16.9285714286, 3.0, 1.71428571429, 8.0, 5.71428571429, 385.0, 397.785714286, 276.0, 297.642857143, 109.0, 100.142857143, 22.3333333333, 21.9285714286, 0.666666666667, 0.857142857143, 3.66666666667, 3.35714285714, A
482.666666667, 456.714285714, 357.666666667, 331.357142857, 125.0, 125.357142857, 27.0, 25.5, 0.666666666667, 1.14285714286, 3.33333333333, 3.14285714286, 368.0, 366.357142857, 283.666666667, 255.785714286, 84.3333333333, 110.571428571, 18.6666666667, 21.7142857143, 0.666666666667, 1.28571428571, 5.0, 4.71428571429, H
368.0, 366.357142857, 283.666666667, 255.785714286, 84.3333333333, 110.571428571, 18.6666666667, 21.7142857143, 0.666666666667, 1.28571428571, 5.0, 4.71428571429, 482.666666667, 456.714285714, 357.666666667, 331.357142857, 125.0, 125.357142857, 27.0, 25.5, 0.666666666667, 1.14285714286, 3.33333333333, 3.14285714286, A
344.333333333, 325.0, 185.0, 198.4, 159.333333333, 126.6, 16.0, 18.2, 2.66666666667, 1.53333333333, 6.0, 4.93333333333, 295.333333333, 307.666666667, 176.0, 203.466666667, 119.333333333, 104.2, 19.6666666667, 18.7333333333, 2.66666666667, 2.06666666667, 7.33333333333, 5.8, H
295.333333333, 307.666666667, 176.0, 203.466666667, 119.333333333, 104.2, 19.6666666667, 18.7333333333, 2.66666666667, 2.06666666667, 7.33333333333, 5.8, 344.333333333, 325.0, 185.0, 198.4, 159.333333333, 126.6, 16.0, 18.2, 2.66666666667, 1.53333333333, 6.0, 4.93333333333, A
427.333333333, 424.8, 314.333333333, 316.4, 113.0, 108.4, 24.6666666667, 24.7333333333, 0.333333333333, 1.06666666667, 4.33333333333, 3.66666666667, 345.333333333, 347.8, 222.333333333, 227.666666667, 123.0, 120.133333333, 17.3333333333, 19.1333333333, 2.0, 1.73333333333, 4.66666666667, 4.66666666667, H
345.333333333, 347.8, 222.333333333, 227.666666667, 123.0, 120.133333333, 17.3333333333, 19.1333333333, 2.0, 1.73333333333, 4.66666666667, 4.66666666667, 427.333333333, 424.8, 314.333333333, 316.4, 113.0, 108.4, 24.6666666667, 24.7333333333, 0.333333333333, 1.06666666667, 4.33333333333, 3.66666666667, A
289.666666667, 318.8, 164.333333333, 207.266666667, 125.333333333, 111.533333333, 18.6666666667, 17.7333333333, 1.66666666667, 1.4, 4.66666666667, 5.8, 310.666666667, 338.133333333, 178.333333333, 219.8, 132.333333333, 118.333333333, 19.3333333333, 19.8, 1.66666666667, 1.6, 3.33333333333, 4.4, A
310.666666667, 338.133333333, 178.333333333, 219.8, 132.333333333, 118.333333333, 19.3333333333, 19.8, 1.66666666667, 1.6, 3.33333333333, 4.4, 289.666666667, 318.8, 164.333333333, 207.266666667, 125.333333333, 111.533333333, 18.6666666667, 17.7333333333, 1.66666666667, 1.4, 4.66666666667, 5.8, H
297.666666667, 292.066666667, 186.0, 194.666666667, 111.666666667, 97.4, 17.6666666667, 17.6, 1.33333333333, 1.2, 6.33333333333, 5.53333333333, 394.0, 373.133333333, 260.666666667, 257.0, 133.333333333, 116.133333333, 19.0, 21.2666666667, 2.66666666667, 1.8, 4.0, 3.73333333333, A
394.0, 373.133333333, 260.666666667, 257.0, 133.333333333, 116.133333333, 19.0, 21.2666666667, 2.66666666667, 1.8, 4.0, 3.73333333333, 297.666666667, 292.066666667, 186.0, 194.666666667, 111.666666667, 97.4, 17.6666666667, 17.6, 1.33333333333, 1.2, 6.33333333333, 5.53333333333, H
351.0, 371.133333333, 196.0, 218.066666667, 155.0, 153.066666667, 19.0, 19.9333333333, 2.66666666667, 1.26666666667, 3.33333333333, 4.53333333333, 389.333333333, 333.333333333, 326.0, 243.2, 63.3333333333, 90.1333333333, 19.3333333333, 17.6, 2.0, 1.4, 5.33333333333, 5.33333333333, A
389.333333333, 333.333333333, 326.0, 243.2, 63.3333333333, 90.1333333333, 19.3333333333, 17.6, 2.0, 1.4, 5.33333333333, 5.33333333333, 351.0, 371.133333333, 196.0, 218.066666667, 155.0, 153.066666667, 19.0, 19.9333333333, 2.66666666667, 1.26666666667, 3.33333333333, 4.53333333333, H
277.333333333, 259.2, 162.333333333, 140.533333333, 115.0, 118.666666667, 17.0, 15.7333333333, 2.33333333333, 1.46666666667, 7.66666666667, 6.46666666667, 258.0, 286.066666667, 141.333333333, 183.533333333, 116.666666667, 102.533333333, 15.3333333333, 15.9333333333, 1.0, 1.73333333333, 6.0, 5.73333333333, H
258.0, 286.066666667, 141.333333333, 183.533333333, 116.666666667, 102.533333333, 15.3333333333, 15.9333333333, 1.0, 1.73333333333, 6.0, 5.73333333333, 277.333333333, 259.2, 162.333333333, 140.533333333, 115.0, 118.666666667, 17.0, 15.7333333333, 2.33333333333, 1.46666666667, 7.66666666667, 6.46666666667, A
388.666666667, 380.066666667, 283.333333333, 292.0, 105.333333333, 88.0666666667, 20.3333333333, 20.7333333333, 1.66666666667, 1.6, 5.66666666667, 5.2, 360.333333333, 380.533333333, 233.666666667, 263.333333333, 126.666666667, 117.2, 22.3333333333, 20.5333333333, 0.666666666667, 1.26666666667, 5.0, 4.33333333333, H
360.333333333, 380.533333333, 233.666666667, 263.333333333, 126.666666667, 117.2, 22.3333333333, 20.5333333333, 0.666666666667, 1.26666666667, 5.0, 4.33333333333, 388.666666667, 380.066666667, 283.333333333, 292.0, 105.333333333, 88.0666666667, 20.3333333333, 20.7333333333, 1.66666666667, 1.6, 5.66666666667, 5.2, A
348.333333333, 399.8, 243.0, 253.0, 105.333333333, 146.8, 19.3333333333, 22.1333333333, 2.33333333333, 2.4, 6.66666666667, 4.2, 386.666666667, 333.8, 242.0, 234.866666667, 144.666666667, 98.9333333333, 22.3333333333, 19.4, 2.0, 2.26666666667, 2.33333333333, 4.06666666667, H
386.666666667, 333.8, 242.0, 234.866666667, 144.666666667, 98.9333333333, 22.3333333333, 19.4, 2.0, 2.26666666667, 2.33333333333, 4.06666666667, 348.333333333, 399.8, 243.0, 253.0, 105.333333333, 146.8, 19.3333333333, 22.1333333333, 2.33333333333, 2.4, 6.66666666667, 4.2, A
356.333333333, 395.466666667, 250.0, 296.6, 106.333333333, 98.8666666667, 19.0, 21.7333333333, 0.333333333333, 0.8, 3.33333333333, 3.4, 384.0, 384.133333333, 312.0, 287.466666667, 72.0, 96.6666666667, 20.6666666667, 21.1333333333, 0.333333333333, 1.26666666667, 5.0, 5.26666666667, H
384.0, 384.133333333, 312.0, 287.466666667, 72.0, 96.6666666667, 20.6666666667, 21.1333333333, 0.333333333333, 1.26666666667, 5.0, 5.26666666667, 356.333333333, 395.466666667, 250.0, 296.6, 106.333333333, 98.8666666667, 19.0, 21.7333333333, 0.333333333333, 0.8, 3.33333333333, 3.4, A
340.333333333, 331.6, 135.333333333, 182.333333333, 205.0, 149.266666667, 20.3333333333, 18.7333333333, 2.33333333333, 1.53333333333, 4.0, 4.73333333333, 302.333333333, 321.2, 139.0, 192.933333333, 163.333333333, 128.266666667, 16.3333333333, 17.4, 2.66666666667, 1.73333333333, 6.33333333333, 5.46666666667, A
302.333333333, 321.2, 139.0, 192.933333333, 163.333333333, 128.266666667, 16.3333333333, 17.4, 2.66666666667, 1.73333333333, 6.33333333333, 5.46666666667, 340.333333333, 331.6, 135.333333333, 182.333333333, 205.0, 149.266666667, 20.3333333333, 18.7333333333, 2.33333333333, 1.53333333333, 4.0, 4.73333333333, H
412.0, 373.2, 339.333333333, 267.666666667, 72.6666666667, 105.533333333, 20.3333333333, 21.8, 0.333333333333, 1.26666666667, 4.66666666667, 4.6, 262.333333333, 320.8, 186.666666667, 225.933333333, 75.6666666667, 94.8666666667, 14.6666666667, 17.2, 4.0, 2.4, 3.33333333333, 4.26666666667, H
262.333333333, 320.8, 186.666666667, 225.933333333, 75.6666666667, 94.8666666667, 14.6666666667, 17.2, 4.0, 2.4, 3.33333333333, 4.26666666667, 412.0, 373.2, 339.333333333, 267.666666667, 72.6666666667, 105.533333333, 20.3333333333, 21.8, 0.333333333333, 1.26666666667, 4.66666666667, 4.6, A
491.0, 457.133333333, 344.666666667, 329.2, 146.333333333, 127.933333333, 28.6666666667, 25.5333333333, 1.33333333333, 1.2, 2.66666666667, 3.06666666667, 388.333333333, 395.733333333, 190.666666667, 245.933333333, 197.666666667, 149.8, 19.6666666667, 21.6, 0.666666666667, 1.4, 4.33333333333, 4.13333333333, H
388.333333333, 395.733333333, 190.666666667, 245.933333333, 197.666666667, 149.8, 19.6666666667, 21.6, 0.666666666667, 1.4, 4.33333333333, 4.13333333333, 491.0, 457.133333333, 344.666666667, 329.2, 146.333333333, 127.933333333, 28.6666666667, 25.5333333333, 1.33333333333, 1.2, 2.66666666667, 3.06666666667, A
272.666666667, 281.733333333, 148.333333333, 177.533333333, 124.333333333, 104.2, 17.3333333333, 16.6, 0.333333333333, 1.4, 6.33333333333, 6.66666666667, 289.666666667, 310.2, 167.0, 181.666666667, 122.666666667, 128.533333333, 16.6666666667, 17.4, 0.0, 0.666666666667, 5.33333333333, 4.93333333333, A
289.666666667, 310.2, 167.0, 181.666666667, 122.666666667, 128.533333333, 16.6666666667, 17.4, 0.0, 0.666666666667, 5.33333333333, 4.93333333333, 272.666666667, 281.733333333, 148.333333333, 177.533333333, 124.333333333, 104.2, 17.3333333333, 16.6, 0.333333333333, 1.4, 6.33333333333, 6.66666666667, H
343.666666667, 320.533333333, 174.0, 159.066666667, 169.666666667, 161.466666667, 20.3333333333, 18.0, 3.0, 1.86666666667, 6.0, 6.13333333333, 364.666666667, 312.8, 251.666666667, 194.066666667, 113.0, 118.733333333, 20.6666666667, 17.5333333333, 1.0, 1.8, 4.0, 5.4, A
364.666666667, 312.8, 251.666666667, 194.066666667, 113.0, 118.733333333, 20.6666666667, 17.5333333333, 1.0, 1.8, 4.0, 5.4, 343.666666667, 320.533333333, 174.0, 159.066666667, 169.666666667, 161.466666667, 20.3333333333, 18.0, 3.0, 1.86666666667, 6.0, 6.13333333333, H
380.0, 370.0, 273.333333333, 236.2, 106.666666667, 133.8, 20.6666666667, 20.0, 2.66666666667, 1.93333333333, 4.66666666667, 5.13333333333, 382.666666667, 388.466666667, 261.0, 274.266666667, 121.666666667, 114.2, 22.0, 22.2666666667, 1.0, 1.8, 2.33333333333, 3.13333333333, A
382.666666667, 388.466666667, 261.0, 274.266666667, 121.666666667, 114.2, 22.0, 22.2666666667, 1.0, 1.8, 2.33333333333, 3.13333333333, 380.0, 370.0, 273.333333333, 236.2, 106.666666667, 133.8, 20.6666666667, 20.0, 2.66666666667, 1.93333333333, 4.66666666667, 5.13333333333, H
334.666666667, 320.266666667, 272.0, 220.666666667, 62.6666666667, 99.6, 17.6666666667, 17.7333333333, 2.33333333333, 2.0, 6.66666666667, 5.66666666667, 304.0, 299.6, 193.666666667, 194.466666667, 110.333333333, 105.133333333, 17.6666666667, 16.4, 1.0, 1.46666666667, 4.33333333333, 5.8, H
304.0, 299.6, 193.666666667, 194.466666667, 110.333333333, 105.133333333, 17.6666666667, 16.4, 1.0, 1.46666666667, 4.33333333333, 5.8, 334.666666667, 320.266666667, 272.0, 220.666666667, 62.6666666667, 99.6, 17.6666666667, 17.7333333333, 2.33333333333, 2.0, 6.66666666667, 5.66666666667, A
324, 324, 279, 279, 45, 45, 21, 21, 1, 1, 6, 6, 428, 428, 314, 314, 114, 114, 26, 26, 1, 1, 5, 5, H
428, 428, 314, 314, 114, 114, 26, 26, 1, 1, 5, 5, 324, 324, 279, 279, 45, 45, 21, 21, 1, 1, 6, 6, A
269, 269, 187, 187, 82, 82, 15, 15, 1, 1, 4, 4, 258, 258, 128, 128, 130, 130, 18, 18, 0, 0, 5, 5, H
258, 258, 128, 128, 130, 130, 18, 18, 0, 0, 5, 5, 269, 269, 187, 187, 82, 82, 15, 15, 1, 1, 4, 4, A
301, 301, 291, 291, 10, 10, 16, 16, 2, 2, 6, 6, 358, 358, 326, 326, 32, 32, 24, 24, 3, 3, 5, 5, H
358, 358, 326, 326, 32, 32, 24, 24, 3, 3, 5, 5, 301, 301, 291, 291, 10, 10, 16, 16, 2, 2, 6, 6, A
390, 390, 228, 228, 162, 162, 25, 25, 0, 0, 4, 4, 253, 253, 210, 210, 43, 43, 18, 18, 2, 2, 5, 5, A
253, 253, 210, 210, 43, 43, 18, 18, 2, 2, 5, 5, 390, 390, 228, 228, 162, 162, 25, 25, 0, 0, 4, 4, H
356, 356, 293, 293, 63, 63, 22, 22, 5, 5, 5, 5, 389, 389, 266, 266, 123, 123, 20, 20, 1, 1, 5, 5, H
389, 389, 266, 266, 123, 123, 20, 20, 1, 1, 5, 5, 356, 356, 293, 293, 63, 63, 22, 22, 5, 5, 5, 5, A
456, 456, 306, 306, 150, 150, 25, 25, 5, 5, 6, 6, 430, 430, 308, 308, 122, 122, 26, 26, 0, 0, 2, 2, H
430, 430, 308, 308, 122, 122, 26, 26, 0, 0, 2, 2, 456, 456, 306, 306, 150, 150, 25, 25, 5, 5, 6, 6, A
390, 390, 195, 195, 195, 195, 20, 20, 4, 4, 2, 2, 393, 393, 241, 241, 152, 152, 22, 22, 3, 3, 1, 1, H
393, 393, 241, 241, 152, 152, 22, 22, 3, 3, 1, 1, 390, 390, 195, 195, 195, 195, 20, 20, 4, 4, 2, 2, A
322, 322, 193, 193, 129, 129, 20, 20, 2, 2, 4, 4, 210, 210, 111, 111, 99, 99, 12, 12, 4, 4, 7, 7, H
210, 210, 111, 111, 99, 99, 12, 12, 4, 4, 7, 7, 322, 322, 193, 193, 129, 129, 20, 20, 2, 2, 4, 4, A
362, 362, 249, 249, 113, 113, 22, 22, 1, 1, 4, 4, 337, 337, 254, 254, 83, 83, 19, 19, 0, 0, 5, 5, A
337, 337, 254, 254, 83, 83, 19, 19, 0, 0, 5, 5, 362, 362, 249, 249, 113, 113, 22, 22, 1, 1, 4, 4, H
254, 254, 139, 139, 115, 115, 18, 18, 2, 2, 4, 4, 433, 433, 290, 290, 143, 143, 18, 18, 1, 1, 2, 2, H
433, 433, 290, 290, 143, 143, 18, 18, 1, 1, 2, 2, 254, 254, 139, 139, 115, 115, 18, 18, 2, 2, 4, 4, A
251, 251, 173, 173, 78, 78, 14, 14, 0, 0, 5, 5, 464, 464, 311, 311, 153, 153, 22, 22, 0, 0, 4, 4, H
464, 464, 311, 311, 153, 153, 22, 22, 0, 0, 4, 4, 251, 251, 173, 173, 78, 78, 14, 14, 0, 0, 5, 5, A
284, 284, 209, 209, 75, 75, 19, 19, 1, 1, 3, 3, 384, 384, 266, 266, 118, 118, 21, 21, 1, 1, 2, 2, H
384, 384, 266, 266, 118, 118, 21, 21, 1, 1, 2, 2, 284, 284, 209, 209, 75, 75, 19, 19, 1, 1, 3, 3, A
258, 258, 226, 226, 32, 32, 15, 15, 0, 0, 3, 3, 284, 284, 264, 264, 20, 20, 16, 16, 2, 2, 4, 4, H
284, 284, 264, 264, 20, 20, 16, 16, 2, 2, 4, 4, 258, 258, 226, 226, 32, 32, 15, 15, 0, 0, 3, 3, A
275, 275, 196, 196, 79, 79, 15, 15, 4, 4, 3, 3, 321, 321, 276, 276, 45, 45, 21, 21, 1, 1, 3, 3, H
321, 321, 276, 276, 45, 45, 21, 21, 1, 1, 3, 3, 275, 275, 196, 196, 79, 79, 15, 15, 4, 4, 3, 3, A
377, 377, 191, 191, 186, 186, 22, 22, 0, 0, 5, 5, 429, 429, 346, 346, 83, 83, 28, 28, 3, 3, 3, 3, H
429, 429, 346, 346, 83, 83, 28, 28, 3, 3, 3, 3, 377, 377, 191, 191, 186, 186, 22, 22, 0, 0, 5, 5, A
376, 376, 292, 292, 84, 84, 21, 21, 0, 0, 1, 1, 334, 334, 240, 240, 94, 94, 20, 20, 1, 1, 2, 2, H
334, 334, 240, 240, 94, 94, 20, 20, 1, 1, 2, 2, 376, 376, 292, 292, 84, 84, 21, 21, 0, 0, 1, 1, A
382.0, 382.0, 267.5, 267.5, 114.5, 114.5, 19.5, 19.5, 1.5, 1.5, 5.5, 5.5, 436.5, 436.5, 348.5, 348.5, 88.0, 88.0, 23.0, 23.0, 2.0, 2.0, 3.0, 3.0, A
436.5, 436.5, 348.5, 348.5, 88.0, 88.0, 23.0, 23.0, 2.0, 2.0, 3.0, 3.0, 382.0, 382.0, 267.5, 267.5, 114.5, 114.5, 19.5, 19.5, 1.5, 1.5, 5.5, 5.5, H
364.5, 364.5, 268.5, 268.5, 96.0, 96.0, 17.5, 17.5, 1.5, 1.5, 4.0, 4.0, 282.5, 282.5, 178.0, 178.0, 104.5, 104.5, 16.0, 16.0, 1.0, 1.0, 5.5, 5.5, H
282.5, 282.5, 178.0, 178.0, 104.5, 104.5, 16.0, 16.0, 1.0, 1.0, 5.5, 5.5, 364.5, 364.5, 268.5, 268.5, 96.0, 96.0, 17.5, 17.5, 1.5, 1.5, 4.0, 4.0, A
298.0, 298.0, 194.0, 194.0, 104.0, 104.0, 18.5, 18.5, 2.5, 2.5, 5.5, 5.5, 351.5, 351.5, 237.0, 237.0, 114.5, 114.5, 18.5, 18.5, 1.5, 1.5, 4.0, 4.0, H
351.5, 351.5, 237.0, 237.0, 114.5, 114.5, 18.5, 18.5, 1.5, 1.5, 4.0, 4.0, 298.0, 298.0, 194.0, 194.0, 104.0, 104.0, 18.5, 18.5, 2.5, 2.5, 5.5, 5.5, A
358.0, 358.0, 249.0, 249.0, 109.0, 109.0, 19.5, 19.5, 1.0, 1.0, 4.5, 4.5, 363.0, 363.0, 196.0, 196.0, 167.0, 167.0, 23.0, 23.0, 0.5, 0.5, 4.0, 4.0, H
363.0, 363.0, 196.0, 196.0, 167.0, 167.0, 23.0, 23.0, 0.5, 0.5, 4.0, 4.0, 358.0, 358.0, 249.0, 249.0, 109.0, 109.0, 19.5, 19.5, 1.0, 1.0, 4.5, 4.5, A
248.0, 248.0, 219.0, 219.0, 29.0, 29.0, 12.5, 12.5, 1.5, 1.5, 5.5, 5.5, 362.5, 362.5, 280.0, 280.0, 82.5, 82.5, 21.5, 21.5, 2.0, 2.0, 2.5, 2.5, H
362.5, 362.5, 280.0, 280.0, 82.5, 82.5, 21.5, 21.5, 2.0, 2.0, 2.5, 2.5, 248.0, 248.0, 219.0, 219.0, 29.0, 29.0, 12.5, 12.5, 1.5, 1.5, 5.5, 5.5, A
418.5, 418.5, 254.0, 254.0, 164.5, 164.5, 20.0, 20.0, 0.5, 0.5, 5.0, 5.0, 348.5, 348.5, 244.0, 244.0, 104.5, 104.5, 20.5, 20.5, 1.5, 1.5, 3.5, 3.5, A
348.5, 348.5, 244.0, 244.0, 104.5, 104.5, 20.5, 20.5, 1.5, 1.5, 3.5, 3.5, 418.5, 418.5, 254.0, 254.0, 164.5, 164.5, 20.0, 20.0, 0.5, 0.5, 5.0, 5.0, H
422.0, 422.0, 324.5, 324.5, 97.5, 97.5, 25.5, 25.5, 2.5, 2.5, 4.0, 4.0, 407.5, 407.5, 256.5, 256.5, 151.0, 151.0, 23.5, 23.5, 3.0, 3.0, 4.0, 4.0, A
407.5, 407.5, 256.5, 256.5, 151.0, 151.0, 23.5, 23.5, 3.0, 3.0, 4.0, 4.0, 422.0, 422.0, 324.5, 324.5, 97.5, 97.5, 25.5, 25.5, 2.5, 2.5, 4.0, 4.0, H
361.5, 361.5, 192.5, 192.5, 169.0, 169.0, 19.0, 19.0, 2.0, 2.0, 5.0, 5.0, 301.5, 301.5, 197.5, 197.5, 104.0, 104.0, 18.5, 18.5, 1.0, 1.0, 4.0, 4.0, A
301.5, 301.5, 197.5, 197.5, 104.0, 104.0, 18.5, 18.5, 1.0, 1.0, 4.0, 4.0, 361.5, 361.5, 192.5, 192.5, 169.0, 169.0, 19.0, 19.0, 2.0, 2.0, 5.0, 5.0, H
324.5, 324.5, 210.0, 210.0, 114.5, 114.5, 16.5, 16.5, 2.5, 2.5, 5.5, 5.5, 384.5, 384.5, 186.5, 186.5, 198.0, 198.0, 17.5, 17.5, 2.0, 2.0, 4.5, 4.5, A
384.5, 384.5, 186.5, 186.5, 198.0, 198.0, 17.5, 17.5, 2.0, 2.0, 4.5, 4.5, 324.5, 324.5, 210.0, 210.0, 114.5, 114.5, 16.5, 16.5, 2.5, 2.5, 5.5, 5.5, H
317.0, 317.0, 243.5, 243.5, 73.5, 73.5, 19.5, 19.5, 2.5, 2.5, 5.0, 5.0, 239.5, 239.5, 150.5, 150.5, 89.0, 89.0, 15.5, 15.5, 1.0, 1.0, 6.5, 6.5, A
239.5, 239.5, 150.5, 150.5, 89.0, 89.0, 15.5, 15.5, 1.0, 1.0, 6.5, 6.5, 317.0, 317.0, 243.5, 243.5, 73.5, 73.5, 19.5, 19.5, 2.5, 2.5, 5.0, 5.0, H
249.0, 249.0, 175.0, 175.0, 74.0, 74.0, 17.0, 17.0, 2.0, 2.0, 5.5, 5.5, 471.0, 471.0, 331.5, 331.5, 139.5, 139.5, 25.5, 25.5, 4.5, 4.5, 5.5, 5.5, H
471.0, 471.0, 331.5, 331.5, 139.5, 139.5, 25.5, 25.5, 4.5, 4.5, 5.5, 5.5, 249.0, 249.0, 175.0, 175.0, 74.0, 74.0, 17.0, 17.0, 2.0, 2.0, 5.5, 5.5, A
337.0, 337.0, 247.0, 247.0, 90.0, 90.0, 21.0, 21.0, 0.5, 0.5, 3.5, 3.5, 325.5, 325.5, 250.0, 250.0, 75.5, 75.5, 21.5, 21.5, 0.0, 0.0, 3.5, 3.5, A
325.5, 325.5, 250.0, 250.0, 75.5, 75.5, 21.5, 21.5, 0.0, 0.0, 3.5, 3.5, 337.0, 337.0, 247.0, 247.0, 90.0, 90.0, 21.0, 21.0, 0.5, 0.5, 3.5, 3.5, H
335.0, 335.0, 229.0, 229.0, 106.0, 106.0, 22.0, 22.0, 2.5, 2.5, 3.5, 3.5, 374.0, 374.0, 224.5, 224.5, 149.5, 149.5, 23.5, 23.5, 0.0, 0.0, 5.5, 5.5, A
374.0, 374.0, 224.5, 224.5, 149.5, 149.5, 23.5, 23.5, 0.0, 0.0, 5.5, 5.5, 335.0, 335.0, 229.0, 229.0, 106.0, 106.0, 22.0, 22.0, 2.5, 2.5, 3.5, 3.5, H
358.5, 358.5, 324.5, 324.5, 34.0, 34.0, 19.5, 19.5, 1.0, 1.0, 6.0, 6.0, 307.5, 307.5, 237.0, 237.0, 70.5, 70.5, 20.0, 20.0, 0.5, 0.5, 4.0, 4.0, H
307.5, 307.5, 237.0, 237.0, 70.5, 70.5, 20.0, 20.0, 0.5, 0.5, 4.0, 4.0, 358.5, 358.5, 324.5, 324.5, 34.0, 34.0, 19.5, 19.5, 1.0, 1.0, 6.0, 6.0, A
377.5, 377.5, 261.0, 261.0, 116.5, 116.5, 21.5, 21.5, 1.0, 1.0, 3.5, 3.5, 383.5, 383.5, 262.5, 262.5, 121.0, 121.0, 25.0, 25.0, 0.5, 0.5, 5.0, 5.0, H
383.5, 383.5, 262.5, 262.5, 121.0, 121.0, 25.0, 25.0, 0.5, 0.5, 5.0, 5.0, 377.5, 377.5, 261.0, 261.0, 116.5, 116.5, 21.5, 21.5, 1.0, 1.0, 3.5, 3.5, A
284.5, 284.5, 136.0, 136.0, 148.5, 148.5, 19.0, 19.0, 1.0, 1.0, 4.0, 4.0, 322.5, 322.5, 247.0, 247.0, 75.5, 75.5, 20.0, 20.0, 1.5, 1.5, 5.5, 5.5, H
322.5, 322.5, 247.0, 247.0, 75.5, 75.5, 20.0, 20.0, 1.5, 1.5, 5.5, 5.5, 284.5, 284.5, 136.0, 136.0, 148.5, 148.5, 19.0, 19.0, 1.0, 1.0, 4.0, 4.0, A
419.333333333, 419.333333333, 301.333333333, 301.333333333, 118.0, 118.0, 23.6666666667, 23.6666666667, 1.0, 1.0, 3.33333333333, 3.33333333333, 296.333333333, 296.333333333, 209.0, 209.0, 87.3333333333, 87.3333333333, 16.6666666667, 16.6666666667, 2.33333333333, 2.33333333333, 6.33333333333, 6.33333333333, H
296.333333333, 296.333333333, 209.0, 209.0, 87.3333333333, 87.3333333333, 16.6666666667, 16.6666666667, 2.33333333333, 2.33333333333, 6.33333333333, 6.33333333333, 419.333333333, 419.333333333, 301.333333333, 301.333333333, 118.0, 118.0, 23.6666666667, 23.6666666667, 1.0, 1.0, 3.33333333333, 3.33333333333, A
371.0, 371.0, 193.0, 193.0, 178.0, 178.0, 18.0, 18.0, 1.66666666667, 1.66666666667, 5.0, 5.0, 387.666666667, 387.666666667, 281.333333333, 281.333333333, 106.333333333, 106.333333333, 27.6666666667, 27.6666666667, 0.333333333333, 0.333333333333, 4.66666666667, 4.66666666667, A
387.666666667, 387.666666667, 281.333333333, 281.333333333, 106.333333333, 106.333333333, 27.6666666667, 27.6666666667, 0.333333333333, 0.333333333333, 4.66666666667, 4.66666666667, 371.0, 371.0, 193.0, 193.0, 178.0, 178.0, 18.0, 18.0, 1.66666666667, 1.66666666667, 5.0, 5.0, H
394.666666667, 394.666666667, 244.333333333, 244.333333333, 150.333333333, 150.333333333, 23.3333333333, 23.3333333333, 0.666666666667, 0.666666666667, 5.33333333333, 5.33333333333, 311.0, 311.0, 272.0, 272.0, 39.0, 39.0, 15.3333333333, 15.3333333333, 1.66666666667, 1.66666666667, 4.0, 4.0, H
311.0, 311.0, 272.0, 272.0, 39.0, 39.0, 15.3333333333, 15.3333333333, 1.66666666667, 1.66666666667, 4.0, 4.0, 394.666666667, 394.666666667, 244.333333333, 244.333333333, 150.333333333, 150.333333333, 23.3333333333, 23.3333333333, 0.666666666667, 0.666666666667, 5.33333333333, 5.33333333333, A
441.666666667, 441.666666667, 250.0, 250.0, 191.666666667, 191.666666667, 24.6666666667, 24.6666666667, 3.0, 3.0, 4.33333333333, 4.33333333333, 318.0, 318.0, 219.333333333, 219.333333333, 98.6666666667, 98.6666666667, 19.0, 19.0, 1.66666666667, 1.66666666667, 3.66666666667, 3.66666666667, A
318.0, 318.0, 219.333333333, 219.333333333, 98.6666666667, 98.6666666667, 19.0, 19.0, 1.66666666667, 1.66666666667, 3.66666666667, 3.66666666667, 441.666666667, 441.666666667, 250.0, 250.0, 191.666666667, 191.666666667, 24.6666666667, 24.6666666667, 3.0, 3.0, 4.33333333333, 4.33333333333, H
436.0, 436.0, 334.0, 334.0, 102.0, 102.0, 26.3333333333, 26.3333333333, 1.66666666667, 1.66666666667, 3.0, 3.0, 353.333333333, 353.333333333, 232.0, 232.0, 121.333333333, 121.333333333, 21.3333333333, 21.3333333333, 1.33333333333, 1.33333333333, 4.33333333333, 4.33333333333, A
