@RELATION nflpredictor

@ATTRIBUTE homeTotalYdsLast3 real
@ATTRIBUTE homeTotalYdsSeason real
@ATTRIBUTE homePassYdsLast3 real
@ATTRIBUTE homePassYdsSeason real
@ATTRIBUTE homeRushYdsLast3 real
@ATTRIBUTE homeRushYdsSeason real
@ATTRIBUTE homeFirstDownsLast3 real
@ATTRIBUTE homeFirstDownsSeaon real
@ATTRIBUTE homeTurnoversLast3 real
@ATTRIBUTE homeTurnoversSeason real
@ATTRIBUTE homePuntsLast3 real
@ATTRIBUTE homePuntsSeason real
@ATTRIBUTE homePosTimeLast3 real
@ATTRIBUTE homePosTimeSeason real
@ATTRIBUTE awayTotalYdsLast3 real
@ATTRIBUTE awayTotalYdsSeason real
@ATTRIBUTE awayPassYdsLast3 real
@ATTRIBUTE awayPassYdsSeason real
@ATTRIBUTE awayRushYdsLast3 real
@ATTRIBUTE awayRushYdsSeason real
@ATTRIBUTE awayFirstDownsLast3 real
@ATTRIBUTE awayFirstDownsSeason real
@ATTRIBUTE awayTurnoversLast3 real
@ATTRIBUTE awayTurnoversSeason real
@ATTRIBUTE awayPuntsLast3 real
@ATTRIBUTE awayPuntsSeason real
@ATTRIBUTE awayPosTimeLast3 real
@ATTRIBUTE awayPosTimeSeason real
@ATTRIBUTE winner {H,A}

@Data
412.333333333, 384.666666667, 304.0, 264.8, 108.333333333, 119.866666667, 26.6666666667, 23.6, 1.0, 1.26666666667, 5.0, 4.93333333333, 1833.33333333, 1810.93333333, 323.333333333, 334.466666667, 167.333333333, 191.933333333, 156.0, 142.533333333, 19.0, 18.7333333333, 2.66666666667, 1.8, 5.66666666667, 6.13333333333, 1945.33333333, 1729.26666667, H
390.0, 394.866666667, 304.666666667, 303.066666667, 85.3333333333, 91.8, 24.6666666667, 22.5333333333, 1.66666666667, 1.26666666667, 4.33333333333, 3.8, 1971.0, 1954.53333333, 199.666666667, 276.133333333, 112.0, 173.666666667, 87.6666666667, 102.466666667, 13.3333333333, 16.7333333333, 2.0, 1.26666666667, 6.33333333333, 5.46666666667, 1558.0, 1791.6, H
264.333333333, 309.533333333, 211.666666667, 228.8, 52.6666666667, 80.7333333333, 15.0, 17.7333333333, 3.33333333333, 2.73333333333, 5.66666666667, 5.53333333333, 1576.33333333, 1746.6, 343.333333333, 377.533333333, 254.0, 240.266666667, 89.3333333333, 137.266666667, 17.3333333333, 21.1333333333, 3.33333333333, 2.0, 4.66666666667, 5.06666666667, 1715.0, 1863.33333333, H
308.666666667, 332.666666667, 198.666666667, 249.133333333, 110.0, 83.5333333333, 17.6666666667, 19.4666666667, 1.33333333333, 1.46666666667, 4.0, 4.66666666667, 1641.0, 1826.26666667, 381.0, 342.0, 275.666666667, 255.066666667, 105.333333333, 86.9333333333, 21.0, 19.0666666667, 1.33333333333, 1.8, 4.66666666667, 5.4, 1686.66666667, 1717.6, H
353.333333333, 338.6, 238.666666667, 222.4, 114.666666667, 116.2, 23.0, 19.6, 2.0, 1.6, 3.33333333333, 4.86666666667, 1801.0, 1808.93333333, 295.0, 351.2, 202.666666667, 239.333333333, 92.3333333333, 111.866666667, 16.3333333333, 19.2, 2.0, 1.8, 7.0, 5.53333333333, 1866.0, 1905.86666667, H
345.333333333, 337.333333333, 215.0, 240.2, 130.333333333, 97.1333333333, 21.6666666667, 20.6666666667, 1.66666666667, 1.93333333333, 4.33333333333, 5.0, 2069.66666667, 1854.6, 357.666666667, 320.333333333, 174.666666667, 179.133333333, 183.0, 141.2, 20.3333333333, 17.8, 0.333333333333, 1.2, 3.66666666667, 4.86666666667, 2036.66666667, 1846.13333333, A
369.666666667, 338.933333333, 256.666666667, 209.6, 113.0, 129.333333333, 19.6666666667, 17.2, 3.33333333333, 1.93333333333, 3.0, 5.4, 1799.66666667, 1815.6, 452.333333333, 457.266666667, 357.0, 340.666666667, 95.3333333333, 116.6, 27.6666666667, 27.1333333333, 0.333333333333, 1.73333333333, 4.0, 4.13333333333, 1788.0, 1811.2, A
356.333333333, 392.266666667, 200.0, 273.933333333, 156.333333333, 118.333333333, 24.3333333333, 23.6, 1.33333333333, 1.33333333333, 1.66666666667, 3.4, 2209.0, 2001.06666667, 339.333333333, 337.666666667, 197.333333333, 210.066666667, 142.0, 127.6, 19.0, 20.0666666667, 2.0, 1.2, 4.0, 5.6, 1634.33333333, 1851.66666667, H
261.0, 343.666666667, 153.333333333, 205.2, 107.666666667, 138.466666667, 14.6666666667, 19.1333333333, 1.33333333333, 1.26666666667, 7.33333333333, 4.66666666667, 1682.0, 1819.46666667, 278.666666667, 314.6, 154.333333333, 198.666666667, 124.333333333, 115.933333333, 16.3333333333, 18.0666666667, 1.33333333333, 1.26666666667, 3.66666666667, 4.73333333333, 1735.66666667, 1756.4, H
420, 420, 329, 329, 91, 91, 26, 26, 2, 2, 4, 4, 1770, 1770, 490, 490, 363, 363, 127, 127, 24, 24, 1, 1, 6, 6, 1948, 1948, H
360, 360, 167, 167, 193, 193, 15, 15, 1, 1, 5, 5, 1832, 1832, 360, 360, 169, 169, 191, 191, 25, 25, 3, 3, 2, 2, 1819, 1819, H
334, 334, 221, 221, 113, 113, 19, 19, 0, 0, 6, 6, 2112, 2112, 417, 417, 341, 341, 76, 76, 20, 20, 0, 0, 2, 2, 2164, 2164, H
380, 380, 301, 301, 79, 79, 16, 16, 0, 0, 4, 4, 1830, 1830, 568, 568, 445, 445, 123, 123, 28, 28, 1, 1, 3, 3, 1878, 1878, H
389, 389, 206, 206, 183, 183, 23, 23, 0, 0, 7, 7, 1652, 1652, 472, 472, 333, 333, 139, 139, 30, 30, 2, 2, 2, 2, 1825, 1825, H
346, 346, 160, 160, 186, 186, 18, 18, 0, 0, 5, 5, 1697, 1697, 315, 315, 226, 226, 89, 89, 20, 20, 2, 2, 6, 6, 1781, 1781, A
197, 197, 144, 144, 53, 53, 16, 16, 2, 2, 5, 5, 1436, 1436, 403, 403, 294, 294, 109, 109, 22, 22, 2, 2, 5, 5, 1909, 1909, A
405, 405, 243, 243, 162, 162, 24, 24, 0, 0, 6, 6, 2264, 2264, 382, 382, 255, 255, 127, 127, 26, 26, 4, 4, 2, 2, 1884, 1884, A
372, 372, 241, 241, 131, 131, 20, 20, 2, 2, 6, 6, 1854, 1854, 306, 306, 242, 242, 64, 64, 18, 18, 1, 1, 8, 8, 1754, 1754, H
290, 290, 238, 238, 52, 52, 15, 15, 1, 1, 6, 6, 1691, 1691, 398, 398, 191, 191, 207, 207, 25, 25, 1, 1, 2, 2, 2000, 2000, H
264, 264, 162, 162, 102, 102, 17, 17, 3, 3, 5, 5, 1488, 1488, 318, 318, 246, 246, 72, 72, 15, 15, 2, 2, 6, 6, 1903, 1903, A
361, 361, 259, 259, 102, 102, 24, 24, 0, 0, 5, 5, 1944, 1944, 245, 245, 178, 178, 67, 67, 15, 15, 3, 3, 5, 5, 1336, 1336, H
255, 255, 175, 175, 80, 80, 19, 19, 1, 1, 4, 4, 1600, 1600, 402, 402, 190, 190, 212, 212, 20, 20, 2, 2, 5, 5, 2090, 2090, H
158, 158, 133, 133, 25, 25, 11, 11, 0, 0, 9, 9, 1510, 1510, 316, 316, 201, 201, 115, 115, 16, 16, 1, 1, 6, 6, 1746, 1746, A
316, 316, 192, 192, 124, 124, 19, 19, 0, 0, 4, 4, 1716, 1716, 427, 427, 341, 341, 86, 86, 29, 29, 3, 3, 4, 4, 2082, 2082, A
408, 408, 354, 354, 54, 54, 24, 24, 2, 2, 4, 4, 1656, 1656, 420, 420, 275, 275, 145, 145, 24, 24, 3, 3, 6, 6, 1846, 1846, A
438.5, 438.5, 328.5, 328.5, 110.0, 110.0, 23.5, 23.5, 2.0, 2.0, 4.5, 4.5, 1750.0, 1750.0, 298.0, 298.0, 168.5, 168.5, 129.5, 129.5, 17.5, 17.5, 2.0, 2.0, 3.5, 3.5, 1581.5, 1581.5, H
337.5, 337.5, 184.5, 184.5, 153.0, 153.0, 14.0, 14.0, 0.5, 0.5, 4.5, 4.5, 1777.5, 1777.5, 334.0, 334.0, 257.0, 257.0, 77.0, 77.0, 20.5, 20.5, 0.5, 0.5, 4.5, 4.5, 2113.0, 2113.0, A
426.0, 426.0, 301.5, 301.5, 124.5, 124.5, 18.5, 18.5, 0.0, 0.0, 4.0, 4.0, 1904.0, 1904.0, 359.5, 359.5, 237.5, 237.5, 122.0, 122.0, 18.5, 18.5, 1.0, 1.0, 5.5, 5.5, 1696.5, 1696.5, H
356.5, 356.5, 204.0, 204.0, 152.5, 152.5, 23.0, 23.0, 0.0, 0.0, 6.0, 6.0, 1671.0, 1671.0, 371.5, 371.5, 247.5, 247.5, 124.0, 124.0, 25.5, 25.5, 1.0, 1.0, 3.0, 3.0, 1939.0, 1939.0, A
370.0, 370.0, 297.0, 297.0, 73.0, 73.0, 20.5, 20.5, 1.5, 1.5, 3.5, 3.5, 2002.5, 2002.5, 322.5, 322.5, 242.5, 242.5, 80.0, 80.0, 22.0, 22.0, 1.0, 1.0, 4.0, 4.0, 1687.0, 1687.0, H
227.0, 227.0, 182.5, 182.5, 44.5, 44.5, 13.0, 13.0, 1.0, 1.0, 8.0, 8.0, 1506.5, 1506.5, 374.5, 374.5, 263.0, 263.0, 111.5, 111.5, 24.5, 24.5, 2.0, 2.0, 4.0, 4.0, 1915.5, 1915.5, A
303.5, 303.5, 184.0, 184.0, 119.5, 119.5, 18.0, 18.0, 1.0, 1.0, 5.5, 5.5, 1837.5, 1837.5, 261.0, 261.0, 198.0, 198.0, 63.0, 63.0, 16.5, 16.5, 2.0, 2.0, 6.0, 6.0, 1397.0, 1397.0, H
434.5, 434.5, 278.0, 278.0, 156.5, 156.5, 28.0, 28.0, 2.0, 2.0, 3.5, 3.5, 1867.5, 1867.5, 281.5, 281.5, 161.5, 161.5, 120.0, 120.0, 17.5, 17.5, 2.0, 2.0, 5.0, 5.0, 1701.5, 1701.5, H
269.0, 269.0, 202.0, 202.0, 67.0, 67.0, 20.0, 20.0, 3.0, 3.0, 4.5, 4.5, 1692.5, 1692.5, 321.5, 321.5, 170.0, 170.0, 151.5, 151.5, 18.0, 18.0, 0.5, 0.5, 4.0, 4.0, 2031.0, 2031.0, H
439.0, 439.0, 303.0, 303.0, 136.0, 136.0, 24.0, 24.0, 2.0, 2.0, 5.0, 5.0, 1635.5, 1635.5, 410.5, 410.5, 249.5, 249.5, 161.0, 161.0, 26.0, 26.0, 1.0, 1.0, 5.0, 5.0, 2097.5, 2097.5, H
328.5, 328.5, 233.0, 233.0, 95.5, 95.5, 17.5, 17.5, 1.5, 1.5, 4.0, 4.0, 1914.0, 1914.0, 375.0, 375.0, 201.5, 201.5, 173.5, 173.5, 26.0, 26.0, 2.5, 2.5, 3.0, 3.0, 2177.5, 2177.5, A
334.5, 334.5, 218.0, 218.0, 116.5, 116.5, 21.5, 21.5, 1.0, 1.0, 4.5, 4.5, 1780.0, 1780.0, 338.5, 338.5, 212.0, 212.0, 126.5, 126.5, 19.0, 19.0, 2.0, 2.0, 2.5, 2.5, 1874.0, 1874.0, H
325.0, 325.0, 189.5, 189.5, 135.5, 135.5, 24.0, 24.0, 2.5, 2.5, 4.0, 4.0, 1848.0, 1848.0, 312.5, 312.5, 212.5, 212.5, 100.0, 100.0, 21.5, 21.5, 1.5, 1.5, 3.5, 3.5, 1755.0, 1755.0, A
343.0, 343.0, 185.5, 185.5, 157.5, 157.5, 19.5, 19.5, 1.0, 1.0, 3.0, 3.0, 1532.5, 1532.5, 343.0, 343.0, 248.0, 248.0, 95.0, 95.0, 21.5, 21.5, 0.0, 0.0, 4.0, 4.0, 1685.0, 1685.0, H
323.5, 323.5, 236.0, 236.0, 87.5, 87.5, 19.5, 19.5, 0.0, 0.0, 6.0, 6.0, 1935.5, 1935.5, 395.5, 395.5, 282.5, 282.5, 113.0, 113.0, 20.5, 20.5, 2.0, 2.0, 5.0, 5.0, 1720.0, 1720.0, A
357.0, 357.0, 178.0, 178.0, 179.0, 179.0, 19.5, 19.5, 1.5, 1.5, 5.0, 5.0, 1958.0, 1958.0, 321.5, 321.5, 255.5, 255.5, 66.0, 66.0, 24.0, 24.0, 1.5, 1.5, 5.0, 5.0, 1825.0, 1825.0, A
444.0, 444.0, 308.666666667, 308.666666667, 135.333333333, 135.333333333, 26.3333333333, 26.3333333333, 1.0, 1.0, 4.33333333333, 4.33333333333, 2094.33333333, 2094.33333333, 319.0, 319.0, 210.0, 210.0, 109.0, 109.0, 22.0, 22.0, 2.33333333333, 2.33333333333, 4.33333333333, 4.33333333333, 1779.66666667, 1779.66666667, A
373.333333333, 373.333333333, 237.333333333, 237.333333333, 136.0, 136.0, 24.6666666667, 24.6666666667, 1.0, 1.0, 3.0, 3.0, 1911.0, 1911.0, 332.0, 332.0, 259.666666667, 259.666666667, 72.3333333333, 72.3333333333, 19.6666666667, 19.6666666667, 0.666666666667, 0.666666666667, 5.33333333333, 5.33333333333, 1797.33333333, 1797.33333333, H
300.0, 300.0, 236.0, 236.0, 64.0, 64.0, 21.6666666667, 21.6666666667, 1.33333333333, 1.33333333333, 5.0, 5.0, 1779.33333333, 1779.33333333, 289.333333333, 289.333333333, 210.666666667, 210.666666667, 78.6666666667, 78.6666666667, 19.3333333333, 19.3333333333, 1.0, 1.0, 4.33333333333, 4.33333333333, 1560.33333333, 1560.33333333, A
351.333333333, 351.333333333, 210.666666667, 210.666666667, 140.666666667, 140.666666667, 18.6666666667, 18.6666666667, 1.33333333333, 1.33333333333, 4.33333333333, 4.33333333333, 1902.66666667, 1902.66666667, 322.333333333, 322.333333333, 191.333333333, 191.333333333, 131.0, 131.0, 15.3333333333, 15.3333333333, 0.333333333333, 0.333333333333, 4.66666666667, 4.66666666667, 1753.66666667, 1753.66666667, H
426.0, 426.0, 303.666666667, 303.666666667, 122.333333333, 122.333333333, 25.3333333333, 25.3333333333, 1.33333333333, 1.33333333333, 3.33333333333, 3.33333333333, 2018.0, 2018.0, 348.333333333, 348.333333333, 217.333333333, 217.333333333, 131.0, 131.0, 19.6666666667, 19.6666666667, 1.33333333333, 1.33333333333, 5.0, 5.0, 1756.33333333, 1756.33333333, H
270.0, 270.0, 170.333333333, 170.333333333, 99.6666666667, 99.6666666667, 16.0, 16.0, 1.33333333333, 1.33333333333, 4.66666666667, 4.66666666667, 1663.33333333, 1663.33333333, 455.0, 455.0, 333.666666667, 333.666666667, 121.333333333, 121.333333333, 24.3333333333, 24.3333333333, 2.66666666667, 2.66666666667, 3.66666666667, 3.66666666667, 1819.66666667, 1819.66666667, H
376.0, 376.0, 218.666666667, 218.666666667, 157.333333333, 157.333333333, 20.0, 20.0, 2.0, 2.0, 4.33333333333, 4.33333333333, 1942.66666667, 1942.66666667, 364.333333333, 364.333333333, 277.333333333, 277.333333333, 87.0, 87.0, 20.6666666667, 20.6666666667, 2.0, 2.0, 3.0, 3.0, 2099.33333333, 2099.33333333, A
254.333333333, 254.333333333, 190.0, 190.0, 64.3333333333, 64.3333333333, 15.6666666667, 15.6666666667, 1.66666666667, 1.66666666667, 5.66666666667, 5.66666666667, 1499.66666667, 1499.66666667, 327.333333333, 327.333333333, 190.0, 190.0, 137.333333333, 137.333333333, 22.0, 22.0, 1.66666666667, 1.66666666667, 5.0, 5.0, 1758.0, 1758.0, A
415.0, 415.0, 251.666666667, 251.666666667, 163.333333333, 163.333333333, 21.6666666667, 21.6666666667, 1.33333333333, 1.33333333333, 4.33333333333, 4.33333333333, 1839.66666667, 1839.66666667, 271.0, 271.0, 163.333333333, 163.333333333, 107.666666667, 107.666666667, 15.0, 15.0, 3.0, 3.0, 4.66666666667, 4.66666666667, 1601.33333333, 1601.33333333, A
334.666666667, 334.666666667, 255.0, 255.0, 79.6666666667, 79.6666666667, 20.3333333333, 20.3333333333, 0.333333333333, 0.333333333333, 5.0, 5.0, 2040.0, 2040.0, 266.0, 266.0, 201.333333333, 201.333333333, 64.6666666667, 64.6666666667, 14.6666666667, 14.6666666667, 1.66666666667, 1.66666666667, 7.0, 7.0, 1463.33333333, 1463.33333333, H
331.666666667, 331.666666667, 220.0, 220.0, 111.666666667, 111.666666667, 19.3333333333, 19.3333333333, 1.33333333333, 1.33333333333, 3.0, 3.0, 1896.0, 1896.0, 419.0, 419.0, 310.333333333, 310.333333333, 108.666666667, 108.666666667, 23.3333333333, 23.3333333333, 1.66666666667, 1.66666666667, 4.66666666667, 4.66666666667, 1594.33333333, 1594.33333333, H
363.333333333, 363.333333333, 206.666666667, 206.666666667, 156.666666667, 156.666666667, 23.6666666667, 23.6666666667, 2.33333333333, 2.33333333333, 2.66666666667, 2.66666666667, 1995.0, 1995.0, 421.666666667, 421.666666667, 281.333333333, 281.333333333, 140.333333333, 140.333333333, 27.6666666667, 27.6666666667, 1.33333333333, 1.33333333333, 3.66666666667, 3.66666666667, 1916.0, 1916.0, H
322.333333333, 322.333333333, 197.666666667, 197.666666667, 124.666666667, 124.666666667, 22.0, 22.0, 1.66666666667, 1.66666666667, 4.0, 4.0, 1844.0, 1844.0, 301.333333333, 301.333333333, 196.333333333, 196.333333333, 105.0, 105.0, 19.0, 19.0, 0.666666666667, 0.666666666667, 5.33333333333, 5.33333333333, 1856.66666667, 1856.66666667, H
323.666666667, 306.5, 253.0, 233.5, 70.6666666667, 73.0, 20.0, 19.75, 0.666666666667, 0.75, 3.0, 3.25, 1499.66666667, 1524.75, 340.666666667, 342.0, 222.666666667, 207.0, 118.0, 135.0, 18.6666666667, 18.5, 1.33333333333, 1.0, 3.66666666667, 4.0, 1755.0, 1740.5, H
325.666666667, 327.75, 268.666666667, 256.75, 57.0, 71.0, 20.0, 19.75, 1.0, 0.75, 4.66666666667, 5.0, 1685.33333333, 1792.0, 323.0, 349.0, 209.333333333, 242.25, 113.666666667, 106.75, 23.0, 24.5, 1.0, 1.5, 3.66666666667, 3.75, 1812.66666667, 1880.0, H
384.333333333, 383.75, 206.666666667, 218.75, 177.666666667, 165.0, 23.0, 23.75, 1.0, 1.75, 3.33333333333, 3.0, 2062.0, 2017.5, 346.333333333, 338.75, 231.666666667, 224.0, 114.666666667, 114.75, 19.6666666667, 18.75, 2.0, 1.75, 4.33333333333, 4.75, 1939.33333333, 1891.0, H
345.333333333, 363.25, 254.333333333, 276.0, 91.0, 87.25, 19.6666666667, 19.75, 2.0, 1.5, 4.33333333333, 3.75, 2075.66666667, 2097.75, 307.666666667, 320.75, 209.0, 198.5, 98.6666666667, 122.25, 16.0, 15.75, 0.666666666667, 0.75, 6.0, 5.75, 1724.33333333, 1751.25, A
456.0, 444.0, 316.666666667, 326.0, 139.333333333, 118.0, 27.6666666667, 26.75, 1.0, 1.25, 3.33333333333, 3.5, 2313.0, 2148.75, 384.666666667, 393.5, 236.666666667, 259.75, 148.0, 133.75, 24.3333333333, 24.75, 0.333333333333, 0.75, 2.0, 2.5, 1929.0, 1889.25, H
270.333333333, 279.25, 198.666666667, 209.5, 71.6666666667, 69.75, 15.6666666667, 16.25, 2.33333333333, 2.0, 5.0, 5.75, 1490.0, 1556.0, 381.666666667, 408.75, 232.333333333, 265.0, 149.333333333, 143.75, 22.6666666667, 23.0, 1.33333333333, 1.25, 3.66666666667, 4.25, 1875.33333333, 1893.5, A
410.333333333, 425.75, 281.666666667, 294.5, 128.666666667, 131.25, 24.3333333333, 25.75, 1.66666666667, 1.75, 3.66666666667, 3.25, 1812.66666667, 1815.75, 299.666666667, 290.75, 205.0, 194.25, 94.6666666667, 96.5, 16.3333333333, 16.5, 2.33333333333, 2.5, 4.0, 4.25, 1620.33333333, 1587.25, H
403.0, 351.5, 260.333333333, 231.25, 142.666666667, 120.25, 27.0, 24.25, 2.0, 2.0, 4.33333333333, 4.5, 2051.66666667, 1897.75, 402.666666667, 444.0, 281.333333333, 322.25, 121.333333333, 121.75, 22.6666666667, 24.0, 3.0, 2.5, 4.33333333333, 4.0, 1736.33333333, 1771.75, H
350.0, 367.5, 282.333333333, 280.5, 67.6666666667, 87.0, 19.0, 20.25, 2.0, 2.25, 4.66666666667, 5.0, 1333.33333333, 1461.5, 368.333333333, 368.333333333, 264.333333333, 264.333333333, 104.0, 104.0, 20.3333333333, 20.3333333333, 2.0, 2.0, 3.0, 3.0, 1932.66666667, 1932.66666667, H
300.333333333, 326.5, 195.0, 207.0, 105.333333333, 119.5, 17.0, 18.75, 2.33333333333, 1.75, 5.0, 5.25, 1354.66666667, 1582.0, 362.666666667, 362.666666667, 230.666666667, 230.666666667, 132.0, 132.0, 21.6666666667, 21.6666666667, 0.0, 0.0, 5.33333333333, 5.33333333333, 1695.66666667, 1695.66666667, A
339.333333333, 339.333333333, 264.0, 264.0, 75.3333333333, 75.3333333333, 21.0, 21.0, 0.666666666667, 0.666666666667, 5.33333333333, 5.33333333333, 1677.33333333, 1677.33333333, 335.666666667, 335.666666667, 230.0, 230.0, 105.666666667, 105.666666667, 22.3333333333, 22.3333333333, 1.0, 1.0, 3.33333333333, 3.33333333333, 1740.0, 1740.0, H
373.666666667, 352.75, 297.333333333, 282.5, 76.3333333333, 70.25, 21.6666666667, 20.0, 0.0, 0.25, 4.0, 4.5, 2065.0, 1971.5, 354.0, 366.0, 223.333333333, 215.0, 130.666666667, 151.0, 19.0, 19.25, 2.0, 2.0, 4.66666666667, 4.75, 1748.33333333, 1833.75, H
362.0, 350.5, 219.0, 212.25, 143.0, 138.25, 19.6666666667, 19.5, 1.66666666667, 1.25, 3.66666666667, 3.75, 2169.66666667, 2056.25, 388.333333333, 352.5, 217.0, 207.25, 171.333333333, 145.25, 25.6666666667, 23.0, 0.666666666667, 1.25, 3.66666666667, 4.0, 2127.66666667, 1929.75, H
293.0, 298.5, 192.666666667, 201.0, 100.333333333, 97.5, 16.6666666667, 17.5, 1.0, 1.25, 5.33333333333, 5.5, 1734.0, 1745.75, 384.0, 384.0, 262.333333333, 262.333333333, 121.666666667, 121.666666667, 20.6666666667, 20.6666666667, 0.333333333333, 0.333333333333, 4.0, 4.0, 1844.0, 1844.0, H
427.666666667, 413.75, 309.333333333, 292.25, 118.333333333, 121.5, 25.3333333333, 24.0, 2.33333333333, 2.25, 3.66666666667, 4.25, 1925.66666667, 1907.75, 356.666666667, 356.666666667, 208.666666667, 208.666666667, 148.0, 148.0, 21.6666666667, 21.6666666667, 1.0, 1.0, 4.0, 4.0, 1783.0, 1783.0, A
347.333333333, 337.0, 236.666666667, 210.0, 110.666666667, 127.0, 18.0, 18.0, 2.33333333333, 1.6, 6.0, 5.2, 1790.0, 1886.4, 483.0, 439.6, 361.0, 321.8, 122.0, 117.8, 28.0, 26.6, 1.66666666667, 1.8, 3.0, 3.4, 2362.33333333, 2183.6, A
432.0, 434.6, 313.0, 319.2, 119.0, 115.4, 23.0, 23.2, 2.33333333333, 2.2, 4.0, 4.2, 1762.0, 1757.2, 366.666666667, 348.6, 240.0, 246.2, 126.666666667, 102.4, 22.3333333333, 23.0, 2.33333333333, 2.0, 3.0, 3.8, 1949.66666667, 1899.8, A
317.0, 325.2, 239.666666667, 217.6, 77.3333333333, 107.6, 18.0, 16.4, 1.0, 0.8, 7.33333333333, 6.2, 1796.33333333, 1788.8, 364.0, 339.8, 240.333333333, 217.8, 123.666666667, 122.0, 21.3333333333, 20.0, 1.0, 1.0, 4.66666666667, 5.0, 1881.33333333, 1863.8, A
364.0, 368.0, 242.333333333, 257.0, 121.666666667, 111.0, 21.0, 19.75, 1.33333333333, 1.0, 4.0, 4.0, 1655.33333333, 1699.0, 328.333333333, 326.4, 262.0, 251.6, 66.3333333333, 74.8, 20.6666666667, 20.2, 2.0, 1.2, 4.33333333333, 5.0, 1636.0, 1755.8, A
386.333333333, 387.0, 257.0, 244.25, 129.333333333, 142.75, 23.0, 23.0, 0.333333333333, 0.25, 4.0, 4.75, 1730.66666667, 1711.0, 405.333333333, 401.4, 252.0, 264.2, 153.333333333, 137.2, 23.6666666667, 22.4, 0.666666666667, 1.2, 4.0, 4.4, 2083.66666667, 1938.2, H
352.333333333, 354.25, 226.333333333, 212.0, 126.0, 142.25, 21.6666666667, 22.5, 1.66666666667, 2.0, 5.0, 4.25, 1769.66666667, 1782.0, 300.333333333, 309.2, 204.333333333, 219.6, 96.0, 89.6, 16.6666666667, 18.8, 0.666666666667, 0.8, 3.66666666667, 3.8, 1465.33333333, 1554.0, A
368.0, 333.4, 231.0, 203.2, 137.0, 130.2, 19.6666666667, 18.8, 1.0, 1.4, 4.33333333333, 4.6, 1829.33333333, 1778.2, 325.333333333, 343.2, 234.666666667, 259.6, 90.6666666667, 83.6, 17.0, 18.4, 1.66666666667, 1.6, 5.0, 4.4, 2015.66666667, 2010.4, A
300.333333333, 323.0, 188.0, 184.0, 112.333333333, 139.0, 16.3333333333, 17.6, 2.33333333333, 2.0, 5.66666666667, 5.4, 1561.66666667, 1720.2, 408.333333333, 396.5, 336.333333333, 317.0, 72.0, 79.5, 21.0, 21.75, 1.33333333333, 1.0, 5.0, 5.0, 1735.0, 1787.25, A
293.666666667, 295.4, 229.333333333, 205.0, 64.3333333333, 90.4, 17.0, 17.2, 2.33333333333, 2.2, 4.66666666667, 4.2, 1603.33333333, 1594.6, 372.666666667, 372.2, 247.0, 247.2, 125.666666667, 125.0, 21.0, 22.8, 1.33333333333, 1.2, 3.0, 3.0, 1652.0, 1766.8, A
332.333333333, 343.2, 204.666666667, 217.8, 127.666666667, 125.4, 20.0, 19.4, 1.66666666667, 1.4, 5.0, 5.2, 1592.66666667, 1634.2, 302.0, 272.0, 220.0, 205.0, 82.0, 67.0, 17.0, 15.4, 2.66666666667, 2.0, 4.0, 5.6, 1564.66666667, 1541.4, H
307.333333333, 270.0, 233.666666667, 208.5, 73.6666666667, 61.5, 17.6666666667, 16.0, 3.0, 2.25, 4.66666666667, 5.75, 1578.33333333, 1561.25, 394.0, 370.0, 297.666666667, 281.4, 96.3333333333, 88.6, 20.0, 20.2, 0.333333333333, 0.4, 4.66666666667, 4.6, 1998.0, 2044.0, A
273.0, 305.5, 191.333333333, 217.0, 81.6666666667, 88.5, 18.0, 19.0, 0.333333333333, 0.75, 5.33333333333, 5.25, 1598.0, 1675.75, 380.333333333, 392.4, 315.0, 288.8, 65.3333333333, 103.6, 19.3333333333, 22.0, 2.33333333333, 1.8, 5.0, 5.0, 1646.66666667, 1827.0, H
358.333333333, 368.25, 204.333333333, 201.0, 154.0, 167.25, 20.0, 21.25, 0.666666666667, 0.75, 5.33333333333, 4.5, 1815.0, 1861.25, 413.666666667, 398.2, 262.666666667, 238.2, 151.0, 160.0, 22.3333333333, 23.8, 1.66666666667, 2.0, 3.33333333333, 3.2, 1960.66666667, 2047.4, A
314.666666667, 364.4, 241.0, 265.8, 73.6666666667, 98.6, 18.3333333333, 20.6, 2.66666666667, 2.4, 4.66666666667, 4.8, 1398.66666667, 1493.4, 395.0, 344.6, 238.0, 223.6, 157.0, 121.0, 26.3333333333, 23.8, 1.33333333333, 2.0, 4.0, 4.2, 2035.66666667, 1898.4, H
417.666666667, 392.75, 296.0, 283.5, 121.666666667, 109.25, 25.0, 22.5, 2.33333333333, 2.25, 2.66666666667, 3.5, 1958.0, 1944.25, 360.666666667, 351.8, 203.666666667, 207.0, 157.0, 144.8, 20.6666666667, 20.0, 0.333333333333, 1.0, 4.0, 3.4, 2213.66666667, 2077.8, A
397.0, 349.166666667, 282.0, 239.166666667, 115.0, 110.0, 21.6666666667, 20.3333333333, 1.0, 0.833333333333, 4.33333333333, 4.83333333333, 1857.33333333, 1857.0, 230.333333333, 303.166666667, 145.666666667, 182.166666667, 84.6666666667, 121.0, 14.3333333333, 17.1666666667, 2.0, 2.0, 7.0, 5.66666666667, 1453.0, 1697.83333333, H
